lag,endog,exog,corr
1,d_tsi_mhar_recov,iberian_exception,-0.10648468436918027
1,d_tsi_mhar_recov,flow_net_mw_ES_PT,-0.09241517549614835
1,d_tsi_mhar_recov,load_energy_mwh_pt,-0.0655792947336727
1,d_tsi_mhar_recov,d_flow_net_mw_ES_FR,-0.04545852593229459
1,d_tsi_mhar_recov,d_TTF,-0.02571862811458992
1,d_tsi_mhar_recov,d_cac_eur_pts,-0.02317166543090449
1,d_tsi_mhar_recov,d_co2,0.015569699326522825
1,d_tsi_mhar_recov,d_coal,0.010427712091125585
1,d_tsi_mhar_recov,d_load_energy_mwh_es,0.009185669545886304
1,d_tsi_mhar_recov,d_load_energy_mwh_fr,0.007705227545817293
1,d_tsi_mhar_recov,d_psi_eur_pts,0.003725807006751103
1,d_tsi_mhar_recov,d_ibex_eur_pts,4.002156634976144e-06
1,d_tsi_mhar_recov_neg,iberian_exception,-0.10808773326674681
1,d_tsi_mhar_recov_neg,flow_net_mw_ES_PT,-0.08256137505582863
1,d_tsi_mhar_recov_neg,load_energy_mwh_pt,-0.05274593395313418
1,d_tsi_mhar_recov_neg,d_co2,0.04192393178370965
1,d_tsi_mhar_recov_neg,d_coal,0.027200565213832902
1,d_tsi_mhar_recov_neg,d_TTF,-0.018442460207599192
1,d_tsi_mhar_recov_neg,d_psi_eur_pts,0.015132209541255139
1,d_tsi_mhar_recov_neg,d_cac_eur_pts,0.00856872127415846
1,d_tsi_mhar_recov_neg,d_ibex_eur_pts,0.006692772065680156
1,d_tsi_mhar_recov_neg,d_flow_net_mw_ES_FR,-0.0049301284035712205
1,d_tsi_mhar_recov_neg,d_load_energy_mwh_fr,-0.004449367102533688
1,d_tsi_mhar_recov_neg,d_load_energy_mwh_es,-0.002562079390463247
1,d_tsi_mhar_recov_pos,iberian_exception,-0.1242821513053076
1,d_tsi_mhar_recov_pos,flow_net_mw_ES_PT,-0.09043262583652471
1,d_tsi_mhar_recov_pos,load_energy_mwh_pt,-0.059616202049271635
1,d_tsi_mhar_recov_pos,d_flow_net_mw_ES_FR,-0.05351029713611033
1,d_tsi_mhar_recov_pos,d_coal,-0.03669863395274842
1,d_tsi_mhar_recov_pos,d_cac_eur_pts,-0.02716668212143708
1,d_tsi_mhar_recov_pos,d_TTF,-0.01878917102880543
1,d_tsi_mhar_recov_pos,d_psi_eur_pts,0.014514168085026329
1,d_tsi_mhar_recov_pos,d_co2,0.012619612315679136
1,d_tsi_mhar_recov_pos,d_load_energy_mwh_es,0.004880995805839689
1,d_tsi_mhar_recov_pos,d_load_energy_mwh_fr,-0.00046919014616185527
1,d_tsi_mhar_recov_pos,d_ibex_eur_pts,-0.00012078069223605693
1,d_tsi_mhar_revar,d_flow_net_mw_ES_FR,-0.09014578312053503
1,d_tsi_mhar_revar,load_energy_mwh_pt,-0.08263551043391541
1,d_tsi_mhar_revar,flow_net_mw_ES_PT,-0.0723146155489244
1,d_tsi_mhar_revar,iberian_exception,-0.04310540280379868
1,d_tsi_mhar_revar,d_psi_eur_pts,0.041970736190659975
1,d_tsi_mhar_revar,d_coal,-0.03658531678895538
1,d_tsi_mhar_revar,d_load_energy_mwh_es,-0.011809312362987543
1,d_tsi_mhar_revar,d_cac_eur_pts,-0.009448540274291446
1,d_tsi_mhar_revar,d_load_energy_mwh_fr,0.008542162540837117
1,d_tsi_mhar_revar,d_co2,0.003640644998468034
1,d_tsi_mhar_revar,d_ibex_eur_pts,0.003147206010307451
1,d_tsi_mhar_revar,d_TTF,-0.0027032026876491273
