lag,endog,exog,corr
4,d_tsi_mhar_recov,iberian_exception,-0.11162759472051319
4,d_tsi_mhar_recov,d_ibex_eur_pts,0.06770141585665083
4,d_tsi_mhar_recov,flow_net_mw_ES_PT,-0.06092860845951307
4,d_tsi_mhar_recov,d_cac_eur_pts,0.05950275264838733
4,d_tsi_mhar_recov,d_load_energy_mwh_fr,0.039168191077152234
4,d_tsi_mhar_recov,d_coal,-0.03914988008514585
4,d_tsi_mhar_recov,d_flow_net_mw_ES_FR,-0.02827204353469779
4,d_tsi_mhar_recov,d_psi_eur_pts,0.027667077933966774
4,d_tsi_mhar_recov,d_load_energy_mwh_es,0.02638175659678327
4,d_tsi_mhar_recov,d_co2,-0.024112551447058962
4,d_tsi_mhar_recov,d_TTF,-0.009662509655711977
4,d_tsi_mhar_recov,load_energy_mwh_pt,-0.007611429462457168
4,d_tsi_mhar_recov_neg,iberian_exception,-0.11125647611890965
4,d_tsi_mhar_recov_neg,d_ibex_eur_pts,0.0653584936208355
4,d_tsi_mhar_recov_neg,d_cac_eur_pts,0.06362064131449513
4,d_tsi_mhar_recov_neg,d_coal,-0.06083955741166385
4,d_tsi_mhar_recov_neg,flow_net_mw_ES_PT,-0.04205246700309723
4,d_tsi_mhar_recov_neg,d_TTF,-0.03959015525535438
4,d_tsi_mhar_recov_neg,d_psi_eur_pts,0.024529681760896996
4,d_tsi_mhar_recov_neg,d_co2,-0.02143783082217625
4,d_tsi_mhar_recov_neg,d_load_energy_mwh_fr,0.01638504317350574
4,d_tsi_mhar_recov_neg,load_energy_mwh_pt,-0.013418158304556659
4,d_tsi_mhar_recov_neg,d_load_energy_mwh_es,0.012270123958264736
4,d_tsi_mhar_recov_neg,d_flow_net_mw_ES_FR,-0.0018575618928059665
4,d_tsi_mhar_recov_pos,iberian_exception,-0.13018033283674707
4,d_tsi_mhar_recov_pos,d_ibex_eur_pts,0.07505236003356823
4,d_tsi_mhar_recov_pos,d_cac_eur_pts,0.07166933433806293
4,d_tsi_mhar_recov_pos,d_flow_net_mw_ES_FR,-0.04782423137710307
4,d_tsi_mhar_recov_pos,flow_net_mw_ES_PT,-0.046010825061516374
4,d_tsi_mhar_recov_pos,d_psi_eur_pts,0.044129774435206576
4,d_tsi_mhar_recov_pos,d_load_energy_mwh_es,0.03798475876339559
4,d_tsi_mhar_recov_pos,d_load_energy_mwh_fr,0.03017764593183211
4,d_tsi_mhar_recov_pos,d_coal,-0.02563887533199339
4,d_tsi_mhar_recov_pos,d_co2,-0.009349548542959073
4,d_tsi_mhar_recov_pos,d_TTF,-0.0030589129889788437
4,d_tsi_mhar_recov_pos,load_energy_mwh_pt,-0.002744126449419343
4,d_tsi_mhar_revar,d_cac_eur_pts,0.06155183552120731
4,d_tsi_mhar_revar,d_ibex_eur_pts,0.05210562357267038
4,d_tsi_mhar_revar,iberian_exception,-0.047822293058967534
4,d_tsi_mhar_revar,flow_net_mw_ES_PT,-0.03889596086664936
4,d_tsi_mhar_revar,d_flow_net_mw_ES_FR,-0.03853275899999707
4,d_tsi_mhar_revar,d_load_energy_mwh_fr,-0.0328568386718374
4,d_tsi_mhar_revar,load_energy_mwh_pt,-0.031623329349737696
4,d_tsi_mhar_revar,d_load_energy_mwh_es,-0.03016337713864815
4,d_tsi_mhar_revar,d_TTF,-0.026993241458863098
4,d_tsi_mhar_revar,d_co2,-0.02168653809519135
4,d_tsi_mhar_revar,d_psi_eur_pts,0.0077088561890163035
4,d_tsi_mhar_revar,d_coal,-0.0015067763516823365
