lag,endog,exog,corr
3,d_tsi_mhar_recov,iberian_exception,-0.10710264868603153
3,d_tsi_mhar_recov,d_TTF,-0.05883041616329947
3,d_tsi_mhar_recov,d_coal,-0.04057286828853432
3,d_tsi_mhar_recov,flow_net_mw_ES_PT,-0.038620196146710514
3,d_tsi_mhar_recov,d_cac_eur_pts,-0.03609352075555273
3,d_tsi_mhar_recov,d_ibex_eur_pts,-0.033062678605205856
3,d_tsi_mhar_recov,d_psi_eur_pts,-0.02563618911455584
3,d_tsi_mhar_recov,d_flow_net_mw_ES_FR,0.025545103253843342
3,d_tsi_mhar_recov,load_energy_mwh_pt,-0.016218736947204354
3,d_tsi_mhar_recov,d_load_energy_mwh_es,-0.009495228707042372
3,d_tsi_mhar_recov,d_co2,0.003791723649970053
3,d_tsi_mhar_recov,d_load_energy_mwh_fr,-0.00144075591226601
3,d_tsi_mhar_recov_neg,iberian_exception,-0.10776327351445322
3,d_tsi_mhar_recov_neg,d_TTF,-0.05076349448686523
3,d_tsi_mhar_recov_neg,d_cac_eur_pts,-0.04514722452623554
3,d_tsi_mhar_recov_neg,load_energy_mwh_pt,-0.030390629562826635
3,d_tsi_mhar_recov_neg,d_ibex_eur_pts,-0.0168717289304944
3,d_tsi_mhar_recov_neg,d_load_energy_mwh_fr,-0.01426070977785977
3,d_tsi_mhar_recov_neg,flow_net_mw_ES_PT,-0.01285670307146651
3,d_tsi_mhar_recov_neg,d_co2,0.012060523847611684
3,d_tsi_mhar_recov_neg,d_load_energy_mwh_es,-0.009594562346112218
3,d_tsi_mhar_recov_neg,d_flow_net_mw_ES_FR,-0.0037890589005131654
3,d_tsi_mhar_recov_neg,d_coal,0.0026702755692359684
3,d_tsi_mhar_recov_neg,d_psi_eur_pts,7.094639955699415e-05
3,d_tsi_mhar_recov_pos,iberian_exception,-0.12606562700565505
3,d_tsi_mhar_recov_pos,d_TTF,-0.06789529184516044
3,d_tsi_mhar_recov_pos,d_coal,-0.060428414799490654
3,d_tsi_mhar_recov_pos,flow_net_mw_ES_PT,-0.05031413342634787
3,d_tsi_mhar_recov_pos,d_cac_eur_pts,-0.039257573727419386
3,d_tsi_mhar_recov_pos,d_ibex_eur_pts,-0.035501752857112066
3,d_tsi_mhar_recov_pos,d_psi_eur_pts,-0.028034628022699546
3,d_tsi_mhar_recov_pos,load_energy_mwh_pt,-0.023840854353916304
3,d_tsi_mhar_recov_pos,d_flow_net_mw_ES_FR,0.023203464813476394
3,d_tsi_mhar_recov_pos,d_load_energy_mwh_es,-0.022587665568656465
3,d_tsi_mhar_recov_pos,d_co2,0.015122697779970091
3,d_tsi_mhar_recov_pos,d_load_energy_mwh_fr,-0.005189095476704192
3,d_tsi_mhar_revar,d_psi_eur_pts,-0.07238156840308156
3,d_tsi_mhar_revar,d_ibex_eur_pts,-0.07152134000194184
3,d_tsi_mhar_revar,d_cac_eur_pts,-0.05999257818992532
3,d_tsi_mhar_revar,iberian_exception,-0.04270215692393529
3,d_tsi_mhar_revar,d_flow_net_mw_ES_FR,0.03412595790492816
3,d_tsi_mhar_revar,d_co2,0.032414496361683975
3,d_tsi_mhar_revar,d_TTF,-0.032023033737143894
3,d_tsi_mhar_revar,load_energy_mwh_pt,-0.028206720429401023
3,d_tsi_mhar_revar,d_coal,-0.0259027748215336
3,d_tsi_mhar_revar,flow_net_mw_ES_PT,-0.012652101433515882
3,d_tsi_mhar_revar,d_load_energy_mwh_fr,-0.010401552319967634
3,d_tsi_mhar_revar,d_load_energy_mwh_es,-0.002360345823767875
