endog,variable,coef,std_err,t,pval,ci_low,ci_high
d_tsi_mhar_recov,psi_eur_pts,-3.834140141055076e-05,2.3250954247706883e-05,-1.6490248530049971,0.09914254324360575,-8.391243434224483e-05,7.229631521143317e-06
d_tsi_mhar_recov,d_TTF,-0.0012550256895960368,0.000738093093266929,-1.7003623269811046,0.08906279346733577,-0.002701661569636981,0.00019161019044490707
d_tsi_mhar_recov,d_coal,-0.0009918765889943627,0.001147366277552272,-0.8644812109262767,0.3873235975302187,-0.003240673170072603,0.001256919992083878
d_tsi_mhar_recov,d_load_energy_mwh_es,5.77348422902531e-08,2.6316730578830202e-08,2.1938455507348,0.028246514888720854,6.154998164901973e-09,1.0931468641560423e-07
d_tsi_mhar_recov,d_load_energy_mwh_fr,8.356494215904653e-10,1.9886405836162147e-08,0.042021138886288376,0.9664818466045492,-3.814098979923448e-08,3.981228864241541e-08
d_tsi_mhar_recov,d_cac_eur_pts,-5.4092187995195e-05,0.00010091786033319666,-0.5360021290245441,0.5919570790344013,-0.0002518875596451038,0.0001437031836547138
d_tsi_mhar_recov,d_ibex_eur_pts,-2.4024833158405127e-05,7.585026215342927e-05,-0.31674027849512104,0.7514406833351327,-0.000172688615197048,0.00012463894888023775
d_tsi_mhar_recov,iberian_exception,-0.05845366854647273,0.01974001160421429,-2.961177010351578,0.003064657488420977,-0.09714338034513548,-0.01976395674780998
d_tsi_mhar_revar,const,0.42676046276316537,0.19923443847249497,2.1420014834537815,0.0321933626587346,0.036268138877013856,0.8172527866493169
d_tsi_mhar_revar,co2,-0.0005756120582494527,0.0006330260196625366,-0.9093023673123403,0.3631905413580725,-0.0018163202580647685,0.0006650961415658632
d_tsi_mhar_revar,load_energy_mwh_pt,-9.487225077331406e-07,4.563833071859884e-07,-2.0787844182620616,0.03763716968834606,-1.843217352962958e-06,-5.42276625033233e-08
d_tsi_mhar_revar,flow_net_mw_ES_FR,-1.1881293949033334e-05,5.072810106265659e-06,-2.3421523179742536,0.019172888399444428,-2.1823819057724833e-05,-1.9387688403418375e-06
d_tsi_mhar_revar,flow_net_mw_ES_PT,-1.9848538813268258e-05,8.143535614116083e-06,-2.4373367728462574,0.01479589241360972,-3.580957532375505e-05,-3.887502302781463e-06
d_tsi_mhar_revar,psi_eur_pts,-3.545738290742374e-05,2.686902742498811e-05,-1.3196377504326222,0.18695599264748586,-8.811970896001942e-05,1.720494314517194e-05
d_tsi_mhar_revar,d_TTF,5.8504459823321097e-05,0.0007834306162877704,0.07467727021001588,0.9404714929097302,-0.0014769913324867274,0.0015940002521333697
d_tsi_mhar_revar,d_coal,-0.001080518190925861,0.0011424504152016228,-0.9457900111447447,0.34425570137728023,-0.0033196798588438726,0.0011586434769921506
d_tsi_mhar_revar,d_load_energy_mwh_es,3.758866807391311e-08,2.69357652499149e-08,1.3954928595923914,0.16286726652307215,-1.5204461711945625e-08,9.038179785977185e-08
d_tsi_mhar_revar,d_load_energy_mwh_fr,5.746500080170912e-09,3.798001992089928e-08,0.15130324028631653,0.8797365133313029,-6.869297109690546e-08,8.01859712572473e-08
d_tsi_mhar_revar,d_cac_eur_pts,-0.00010836755219151073,0.00012861828565424626,-0.8425516763831398,0.39947922689341997,-0.0003604547598271181,0.00014371965544409667
d_tsi_mhar_revar,d_ibex_eur_pts,-1.55894567187335e-06,0.0001108367081361255,-0.014065246957341166,0.9887779266227327,-0.0002187949017836569,0.0002156770104399102
d_tsi_mhar_revar,iberian_exception,-0.023562561525249128,0.02125973886590277,-1.108318482831401,0.2677242959815538,-0.06523088402314497,0.018105760972646715
